id_ponto,Data,Cliente,Fazenda,Talhão,Gleba,Lat,Long,Profundidade,Ponto,pH H2O,pH CaCl,pH SMP,P meh,P res,P total,Na,K,S,Ca,Mg,Al,H + Al,MO,CO,B,Cu,Fe,Mn,Zn,SB,t,T,V %,m %,Ca/Mg,Ca/K,Mg/K,(Ca+Mg)/K,Ca/t,Mg/t,Ca/T,Mg/T,K/T,(H+Al)/T,(Ca+Mg)/T,(Ca+Mg+K)/T,Argila,Silte,Areia Total,Areia Grossa,Areia Fina,Cascalho
0,05/05/2025,glauber,ribeirao,pivo,gener,-19.4009306850444,-47.39441170100959,,,6.4345026,5.737597,,,71.118996,,,44.481716,3.6229255,3.2710106,1.0643042,0.0,2.2583663,2.9491217,,0.5481174,0.61953443,27.935028,6.7102137,2.4659739,4.447055,,6.705421,66.25236,0.0,3.084233,44.338978,,,,,,,,,,,50.350903,28.058851,,,,
1,05/05/2025,glauber,ribeirao,pivo,gener,-19.400043975761715,-47.39446417426024,,,6.4171553,5.744935,,,55.766277,,,55.046238,3.305376,3.0235832,1.0288341,0.0,2.2488751,2.8393168,,0.560753,0.6310051,27.56342,6.7319865,2.483407,4.191154,,6.440029,65.04588,0.0,2.9488263,27.879982,,,,,,,,,,,49.018036,28.818138,,,,
2,05/05/2025,glauber,ribeirao,pivo,gener,-19.399141039793157,-47.394450957440625,,,6.4016447,5.7355523,,,70.435936,,,53.565002,3.3763595,3.0390403,1.0575117,0.0,2.2602084,2.810558,,0.5887631,0.6586423,27.031698,6.8279047,2.535661,4.2317004,,6.491909,65.18747,0.0,2.887235,26.290289,,,,,,,,,,,49.57409,28.334341,,,,
3,05/05/2025,glauber,ribeirao,pivo,gener,-19.398238103726328,-47.39443774135829,,,6.403136,5.7163343,,,96.345604,,,47.4094,3.5409606,3.0994143,1.0953423,0.0,2.2613742,2.738476,,0.63213384,0.6957562,26.279863,6.767847,2.5488014,4.313961,,6.575335,65.6437,0.0,2.8408144,27.826715,,,,,,,,,,,50.35613,27.423204,,,,
4,05/05/2025,glauber,ribeirao,pivo,gener,-19.397348092096493,-47.39438283168513,,,6.3296833,5.6744523,,,73.05739,,,48.680614,4.5093646,3.1437054,1.0919721,0.0,2.3783042,3.1530395,,0.67179024,0.72450155,25.59941,6.539676,2.5039613,4.358876,,6.7371807,64.75684,0.0,2.901179,28.568684,,,,,,,,,,,50.3582,28.160362,,,,
5,05/05/2025,glauber,ribeirao,pivo,gener,-19.40276532397596,-47.39355223020685,,,6.3534465,5.6695747,,,69.64496,,,60.296608,5.7943063,3.2510865,1.0812913,0.0030067535,2.4611151,3.0524552,,0.5337173,0.6144755,29.107418,6.914431,2.5132625,4.4854164,,6.949538,64.559395,0.03998982,3.030254,31.645973,,,,,,,,,,,52.81334,26.044952,,,,
6,05/05/2025,glauber,ribeirao,pivo,gener,-19.40186238767312,-47.3935390164164,,,6.4460835,5.716662,,,76.83991,,,38.684704,4.1472464,3.436934,1.0810425,0.0016538842,2.2967303,3.0493107,,0.5323374,0.60269713,28.524475,6.592984,2.4130979,4.6149707,,6.913355,66.7501,0.02199666,3.1880445,56.674007,,,,,,,,,,,51.56471,27.252502,,,,
7,05/05/2025,glauber,ribeirao,pivo,gener,-19.40095945127202,-47.393525803363,,,6.523862,5.7609434,,,82.308426,,,23.267578,2.8042266,3.617898,1.0989012,0.0,2.1457727,3.0759876,,0.5318537,0.5922829,27.942804,6.2835,2.3180003,4.773823,,6.9195952,68.956375,0.0,3.2923114,77.09189,,,,,,,,,,,50.589184,28.223215,,,,
8,05/05/2025,glauber,ribeirao,pivo,gener,-19.400056514772658,-47.39351259104663,,,6.4206424,5.754006,,,47.58982,,,57.545135,3.1629086,2.9623418,1.0158411,0.0,2.238049,2.8159094,,0.5419369,0.6003535,27.549475,6.2859225,2.326752,4.1231685,,6.3612175,64.80335,0.0,2.9212637,24.643763,,,,,,,,,,,48.43568,29.253109,,,,
9,05/05/2025,glauber,ribeirao,pivo,gener,-19.399153578175042,-47.39349937946727,,,6.381366,5.7391987,,,67.878746,,,53.48694,3.2290087,3.0200117,1.0521541,0.0,2.2305977,2.7851746,,0.5769935,0.63967997,27.040195,6.606045,2.452029,4.2074513,,6.438049,65.36706,0.0,2.887278,25.66249,,,,,,,,,,,49.644394,28.446587,,,,
10,05/05/2025,glauber,ribeirao,pivo,gener,-19.398250641479173,-47.39348616862491,,,6.41985,5.722445,,,105.48282,,,46.347336,3.4177327,3.0925364,1.0995786,0.0,2.2346122,2.6294458,,0.64161205,0.69727343,26.035486,6.61067,2.499349,4.30838,,6.542992,65.86965,0.0,2.8215077,27.378021,,,,,,,,,,,50.53984,27.097603,,,,
11,05/05/2025,glauber,ribeirao,pivo,gener,-19.39734770468505,-47.39347295851952,,,6.271469,5.6257195,,,47.80431,,,44.37956,6.215233,3.2047794,1.0786049,0.0,2.5127232,3.6319468,,0.7178966,0.7446888,24.80567,5.9507933,2.3358366,4.3958893,,6.9086127,63.662563,0.0,2.9877656,30.29583,,,,,,,,,,,50.491478,29.262278,,,,
12,05/05/2025,glauber,ribeirao,pivo,gener,-19.39644476779269,-47.39345974915109,,,6.26715,5.6126676,,,50.292984,,,48.373642,5.9249682,3.151643,1.0710179,0.0,2.5028608,3.5536404,,0.7021103,0.74282855,25.063618,6.2654943,2.4354792,4.345758,,6.848619,63.44875,0.0,2.972268,28.196384,,,,,,,,,,,50.125214,28.82162,,,,
13,05/05/2025,glauber,ribeirao,pivo,gener,-19.39562099983883,-47.3933703964871,,,6.2903175,5.603438,,,64.967255,,,56.068584,4.7999363,3.0239666,1.0491632,0.0,2.4162097,3.2065444,,0.61411434,0.73883295,26.508415,8.117365,3.0327933,4.216503,,6.6327124,63.527603,0.0,2.9352047,24.29959,,,,,,,,,,,49.288574,27.550018,,,,
14,05/05/2025,glauber,ribeirao,pivo,gener,-19.40366713339628,-47.39260303251703,,,6.2761564,5.6419086,,,72.623955,,,61.944324,7.854069,3.2433593,1.0830649,0.0044543375,2.5142696,3.0603738,,0.5293308,0.62106156,30.15156,7.1922774,2.5925004,4.483408,,7.0021324,64.01574,0.059242688,3.0220008,26.024647,,,,,,,,,,,53.169918,25.818779,,,,
15,05/05/2025,glauber,ribeirao,pivo,gener,-19.402777859899857,-47.39260063053363,,,6.366913,5.6754327,,,60.16399,,,84.327415,5.4253917,3.2128527,1.1427698,0.00073623884,2.4992833,3.1738422,,0.5274084,0.6111543,29.764633,6.945797,2.5138218,4.5714073,,7.071427,64.6443,0.009791977,2.822249,16.62925,,,,,,,,,,,53.77813,25.12628,,,,
16,05/05/2025,glauber,ribeirao,pivo,gener,-19.401874922968194,-47.39258742198433,,,6.3714986,5.6725497,,,68.355736,,,60.59047,5.5811734,3.2382576,1.0746815,0.0022794236,2.462977,3.0358603,,0.52306396,0.5897881,28.796425,6.4121704,2.3469975,4.466728,,6.9319844,64.42553,0.030316336,3.0383906,31.826923,,,,,,,,,,,53.03524,25.739477,,,,
17,05/05/2025,glauber,ribeirao,pivo,gener,-19.400971985938273,-47.392574214171795,,,6.450002,5.708081,,,82.938385,,,44.88724,4.462595,3.2856913,1.0449951,0.0020140046,2.4410236,3.002113,,0.5132,0.5582315,27.709532,5.663854,2.1123247,4.4436874,,6.886725,64.55192,0.026786262,3.1628087,42.019154,,,,,,,,,,,51.47911,27.24859,,,,
18,05/05/2025,glauber,ribeirao,pivo,gener,-19.4000690488101,-47.392561007096,,,6.44559,5.7147765,,,85.386925,,,50.733524,3.670187,3.1555011,1.0378369,0.0,2.4753172,2.9704225,,0.51349825,0.5538027,27.3972,5.5236187,2.0698376,4.3220844,,6.797402,63.680286,0.0,3.0648744,29.759317,,,,,,,,,,,50.88635,27.846632,,,,
19,05/05/2025,glauber,ribeirao,pivo,gener,-19.399166111583682,-47.39254780075692,,,6.197527,5.739443,,,73.25438,,,41.647438,2.2200582,3.029724,1.1016977,0.0,2.0248265,2.694947,,0.55226994,0.6080257,27.192976,6.3620267,2.3514137,4.23973,,6.2645564,67.78313,0.0,2.7592654,30.160212,,,,,,,,,,,51.849113,28.212172,,,,
20,05/05/2025,glauber,ribeirao,pivo,gener,-19.398263174259014,-47.392534595154544,,,6.265719,5.7382574,,,79.503975,,,56.24625,2.8895082,3.1377158,1.1471692,0.0,2.2276556,2.9527779,,0.6102917,0.6719024,26.401388,6.848882,2.5442636,4.4287767,,6.6564326,66.6106,0.0,2.7762756,26.535791,,,,,,,,,,,51.119484,28.053556,,,,
21,05/05/2025,glauber,ribeirao,pivo,gener,-19.3973602368361,-47.392521390288856,,,6.297447,5.7374854,,,75.1887,,,70.56832,3.8211815,3.2172446,1.2055181,0.0,2.3849993,3.302683,,0.66609764,0.7202474,25.565405,6.667021,2.5354054,4.6023917,,6.987391,65.80229,0.0,2.7285535,22.528238,,,,,,,,,,,50.55055,28.238386,,,,
22,05/05/2025,glauber,ribeirao,pivo,gener,-19.396457299314957,-47.39250818615984,,,6.294988,5.6105566,,,65.43042,,,60.537773,4.699779,3.0244193,1.0509663,0.0,2.4395273,3.2447977,,0.64584213,0.7332788,25.912611,7.3638353,2.7780633,4.230005,,6.669532,63.347706,0.0,2.9349673,22.520592,,,,,,,,,,,49.293125,27.570253,,,,
23,05/05/2025,glauber,ribeirao,pivo,gener,-19.395554361695577,-47.39249498276745,,,6.325647,5.5459647,,,68.98394,,,63.73332,4.8108907,2.8428216,0.924953,0.0,2.4007604,3.0403965,,0.5593435,0.76197505,27.345198,9.781444,3.6030285,3.9310422,,6.331803,62.055695,0.0,3.1002045,18.528141,,,,,,,,,,,47.75245,26.834297,,,,
24,05/05/2025,glauber,ribeirao,pivo,gener,-19.403693328311473,-47.39166223416823,,,6.179484,5.665223,,,96.27258,,,52.256714,11.112773,3.463023,1.1290622,0.0040385234,2.4082336,2.9898512,,0.52408147,0.6262334,31.32214,7.4186172,2.6542213,4.7226853,,7.134958,66.1312,0.05371236,3.0860379,28.33473,,,,,,,,,,,52.05167,26.98004,,,,
25,05/05/2025,glauber,ribeirao,pivo,gener,-19.402790390849493,-47.391649030123624,,,6.2382407,5.6372175,,,74.3729,,,57.97028,8.848446,3.2392554,1.0610858,0.005228858,2.5166724,2.9629812,,0.5213593,0.6186612,31.246853,7.2500644,2.597629,4.4464674,,6.9683685,63.750595,0.069543816,3.0847075,25.874182,,,,,,,,,,,53.393898,25.364962,,,,
26,05/05/2025,glauber,ribeirao,pivo,gener,-19.401887453289255,-47.39163582681551,,,6.2542086,5.605148,,,55.081783,,,46.840237,8.536823,2.939756,0.9126094,0.002870582,2.5339844,2.543584,,0.5186775,0.5957146,29.900114,6.6666303,2.4170103,3.969135,,6.50599,60.965702,0.038178742,3.2463322,27.292313,,,,,,,,,,,55.59627,22.33366,,,,
27,05/05/2025,glauber,ribeirao,pivo,gener,-19.40098451563077,-47.39162262424385,,,6.394154,5.6476755,,,80.10552,,,49.622704,5.875992,3.0951695,0.96802866,0.0031267854,2.636491,2.9091978,,0.5085593,0.55168504,27.812626,5.572064,2.0792372,4.1882052,,6.8278227,61.371315,0.041586246,3.2242398,27.812855,,,,,,,,,,,52.653152,25.897095,,,,
28,05/05/2025,glauber,ribeirao,pivo,gener,-19.40008157787404,-47.39160942240864,,,6.501344,5.6950536,,,98.8383,,,52.62829,4.019556,3.1798902,1.0179813,0.0,2.683632,3.0695486,,0.5056525,0.5406781,27.344778,5.299683,1.9949958,4.331456,,7.015088,61.793663,0.0,3.149408,25.692196,,,,,,,,,,,51.15005,27.588963,,,,
29,05/05/2025,glauber,ribeirao,pivo,gener,-19.39917864001906,-47.39159622130987,,,6.199107,5.6526694,,,84.59219,,,47.668762,3.1346393,3.168422,1.045504,0.0,2.4667728,2.9709954,,0.54162234,0.5943789,27.276918,6.4360323,2.3516839,4.3358355,,6.8026085,63.924343,0.0,3.0853229,29.513577,,,,,,,,,,,51.46589,27.605932,,,,
30,05/05/2025,glauber,ribeirao,pivo,gener,-19.398275702065842,-47.3915830209475,,,6.2292194,5.7195864,,,85.101456,,,69.00212,2.887985,3.220984,1.1818115,0.0,2.4235294,3.1302693,,0.5763824,0.6360535,26.59094,7.2365394,2.6048498,4.57874,,7.0022697,65.41228,0.0,2.809312,22.819841,,,,,,,,,,,51.144196,27.689903,,,,
31,05/05/2025,glauber,ribeirao,pivo,gener,-19.397372764014396,-47.39156982132153,,,6.3362412,5.878284,,,96.42135,,,101.714645,2.2828193,3.3507578,1.3909962,0.0,2.2968993,3.250097,,0.5895381,0.6664648,26.332062,7.7120233,2.7837582,5.000656,,7.2975554,68.463295,0.0,2.4418576,15.158981,,,,,,,,,,,50.728382,28.086657,,,,
32,05/05/2025,glauber,ribeirao,pivo,gener,-19.396469825864713,-47.39155662243193,,,6.271867,5.618361,,,63.32772,,,60.59639,3.5462823,3.0574062,1.1614726,0.0,2.6148436,3.3972063,,0.567473,0.7148399,26.934727,8.920122,3.2502747,4.3733907,,6.988234,62.587196,0.0,2.6736627,22.831417,,,,,,,,,,,50.9991,27.156971,,,,
33,05/05/2025,glauber,ribeirao,pivo,gener,-19.395566887616805,-47.39154342427868,,,6.2529473,5.6114864,,,61.124832,,,49.3683,4.1886544,3.0559337,1.144083,0.0,2.352039,3.193248,,0.4970804,0.8041882,28.356401,11.9441805,4.36061,4.326896,,6.678935,64.872955,0.0,2.7138019,29.539167,,,,,,,,,,,50.13769,27.212599,,,,
34,05/05/2025,glauber,ribeirao,pivo,gener,-19.394663949270676,-47.39153022686177,,,6.1945777,5.670419,,,51.46131,,,32.005432,4.182215,3.175807,1.2216085,0.0,1.9399582,3.042319,,0.45956093,0.8553584,29.16122,13.657987,4.983382,4.481007,,6.4209657,69.87245,0.0,2.6102967,42.816463,,,,,,,,,,,50.283363,27.337578,,,,
35,05/05/2025,glauber,ribeirao,pivo,gener,-19.404538233706543,-47.390706883860254,,,6.1577473,5.5807896,,,82.85057,,,49.584213,10.715863,3.2995102,1.0681772,0.007171421,2.6407926,3.0995367,,0.5230969,0.63226765,31.778328,7.601105,2.711469,4.492819,,7.140783,62.92378,0.0953799,3.114888,27.97153,,,,,,,,,,,53.370045,26.064898,,,,
36,05/05/2025,glauber,ribeirao,pivo,gener,-19.403705854915167,-47.39071062778025,,,6.1353693,5.6677423,,,106.37068,,,49.29747,12.406918,3.5526788,1.1537188,0.0042352667,2.3772945,2.9808586,,0.5180392,0.63470787,32.87959,7.7224617,2.7392545,4.829027,,7.210557,66.90979,0.05916148,3.0932653,28.96906,,,,,,,,,,,51.681652,27.487665,,,,
37,05/05/2025,glauber,ribeirao,pivo,gener,-19.402802916824854,-47.390697428977134,,,6.1092424,5.5606885,,,77.44166,,,50.044163,11.468575,3.1920834,1.0140141,0.014847613,2.6853302,3.0017626,,0.512431,0.6381211,34.100273,7.8654323,2.7743447,4.3313,,7.0314775,61.641197,0.19747326,3.1841304,26.892101,,,,,,,,,,,53.627083,25.739605,,,,
38,05/05/2025,glauber,ribeirao,pivo,gener,-19.401899978636294,-47.39068423091021,,,6.1656146,5.5401587,,,54.058655,,,45.66631,9.732143,2.8981354,0.88215345,0.011218856,2.6975198,2.6706405,,0.5133385,0.6278424,33.24917,7.6053247,2.693442,3.893931,,6.6026697,59.138554,0.1492108,3.3090138,26.515774,,,,,,,,,,,55.620388,22.710663,,,,
39,05/05/2025,glauber,ribeirao,pivo,gener,-19.400997040349488,-47.39067103357946,,,6.2341323,5.524405,,,59.240658,,,46.31685,7.090173,2.9690733,0.8659466,0.0059871604,2.6613033,2.8811574,,0.5192342,0.5947759,29.924164,6.725609,2.4270234,3.950356,,6.617646,59.77594,0.07962923,3.4705596,26.8403,,,,,,,,,,,53.872498,24.204185,,,,
40,05/05/2025,glauber,ribeirao,pivo,gener,-19.400094101964445,-47.390657836984865,,,6.213662,5.533377,,,69.56906,,,47.550766,5.18042,3.0436325,0.90151817,0.0032961115,2.701564,2.98249,,0.52722436,0.58410615,28.190805,6.4450336,2.3398867,4.064588,,6.7694483,60.087708,0.04383828,3.4325242,27.369751,,,,,,,,,,,52.690388,25.572706,,,,
41,05/05/2025,glauber,ribeirao,pivo,gener,-19.399191163481163,-47.39064464112641,,,5.990314,5.542224,,,104.99236,,,40.369602,2.7279937,3.3865933,0.9554171,0.0,2.8780825,3.1974604,,0.54969406,0.60148746,27.210457,6.9753847,2.48855,4.4454083,,7.323491,60.70103,0.0,3.555887,33.406967,,,,,,,,,,,50.72135,28.132042,,,,
42,05/05/2025,glauber,ribeirao,pivo,gener,-19.398288224899645,-47.390631446004065,,,6.06123,5.534532,,,79.44105,,,50.559803,3.5576963,3.2438474,1.0795258,0.0,2.7992945,3.3410783,,0.5739976,0.6026182,25.822433,7.4748135,2.588394,4.4519615,,7.251256,61.3721,0.0,3.0788739,28.559698,,,,,,,,,,,51.936726,26.684416,,,,
43,05/05/2025,glauber,ribeirao,pivo,gener,-19.397385286219905,-47.39061825161782,,,6.0568037,5.5118055,,,63.16253,,,53.362434,4.0766354,3.2074137,1.1668873,0.0,2.80245,3.533007,,0.5802171,0.60119563,25.300186,7.686559,2.6328006,4.509671,,7.3121214,61.68717,0.0,2.7838466,27.492216,,,,,,,,,,,52.391945,25.835787,,,,
44,05/05/2025,glauber,ribeirao,pivo,gener,-19.39648234744194,-47.39060505796767,,,6.2625475,5.573413,,,52.684727,,,56.83511,3.2118416,3.011161,1.1691589,0.0,2.820257,3.5920994,,0.55452335,0.675158,26.731234,8.775397,3.1331537,4.324841,,7.1450977,60.51315,0.0,2.5888562,22.244757,,,,,,,,,,,51.898354,26.786638,,,,
45,05/05/2025,glauber,ribeirao,pivo,gener,-19.39557940856575,-47.39059186505357,,,6.2362995,5.573587,,,64.48134,,,47.02187,4.154706,3.0338326,1.1751628,0.0,2.5585861,3.2839465,,0.50988156,0.7661186,27.755709,11.043894,4.026095,4.330053,,6.8886395,62.82847,0.0,2.6125116,29.386894,,,,,,,,,,,50.959076,27.064796,,,,
46,05/05/2025,glauber,ribeirao,pivo,gener,-19.39467646959135,-47.39057867287552,,,6.2801957,5.633738,,,77.17314,,,41.625374,5.250214,3.249284,1.3030318,0.0,2.272748,3.0733945,,0.4981029,0.7878717,27.349474,11.788806,4.3223166,4.6607575,,6.9335055,67.20526,0.0,2.5369592,35.04704,,,,,,,,,,,49.747185,27.698145,,,,
47,05/05/2025,glauber,ribeirao,pivo,gener,-19.393875078551837,-47.39053440070893,,,6.3400645,5.6315513,,,93.28546,,,47.180332,6.0584583,3.3524194,1.3782723,0.0,2.386986,3.0638173,,0.52315843,0.74500656,26.228695,10.574073,3.8933494,4.8535347,,7.240521,66.89428,0.0,2.487237,31.42293,,,,,,,,,,,49.126522,28.077831,,,,
48,05/05/2025,glauber,ribeirao,pivo,gener,-19.404621315164476,-47.389772214953595,,,6.1386704,5.4749856,,,67.779045,,,49.4025,10.159698,3.0959754,1.0043055,0.008158381,2.9149327,3.2042282,,0.52138865,0.6340354,32.0534,7.6739335,2.7337823,4.2272887,,7.1503797,59.086624,0.11732956,3.1038768,25.176783,,,,,,,,,,,55.262775,24.852213,,,,
49,05/05/2025,glauber,ribeirao,pivo,gener,-19.403718376544322,-47.389759020656065,,,6.1483912,5.4433775,,,62.602364,,,49.480766,10.171605,3.0869572,1.0031785,0.006295473,3.0224934,3.2675061,,0.5140279,0.6406692,33.908398,7.9262786,2.797286,4.218652,,7.2474403,58.22224,0.087702274,3.0895636,24.738224,,,,,,,,,,,56.219128,24.133839,,,,
50,05/05/2025,glauber,ribeirao,pivo,gener,-19.40281543782593,-47.38974582709445,,,5.8203197,5.3028364,,,49.968323,,,52.509514,15.077279,2.7524886,0.84824723,0.055167463,3.4330056,3.368052,,0.5036695,0.65421927,36.653404,8.347043,2.9130573,3.7328303,,7.2210035,51.974854,0.74125445,3.2798953,21.323494,,,,,,,,,,,55.735165,25.869534,,,,
51,05/05/2025,glauber,ribeirao,pivo,gener,-19.40191249900929,-47.38973263426874,,,5.7449026,5.2488966,,,41.83312,,,53.15644,16.070581,2.6327505,0.790728,0.06794444,3.5913987,3.4028046,,0.50296587,0.65472203,36.833874,8.370879,2.9185915,3.5564964,,7.21584,49.67733,0.9103694,3.3526523,20.094069,,,,,,,,,,,56.036415,25.984333,,,,
52,05/05/2025,glauber,ribeirao,pivo,gener,-19.401009560094412,-47.38971944217891,,,6.178721,5.4770317,,,53.384407,,,46.605347,7.3592095,2.9186869,0.8330438,0.010692665,2.7241557,2.973164,,0.5213592,0.6204009,31.90375,7.5275598,2.6589475,3.8677425,,6.6025906,58.686672,0.15126866,3.5380967,25.16579,,,,,,,,,,,53.748764,24.45785,,,,
53,05/05/2025,glauber,ribeirao,pivo,gener,-19.40010662108131,-47.38970625082494,,,6.1631513,5.459984,,,57.366024,,,48.56835,5.611694,2.9340549,0.85853153,0.0035888285,2.7694917,3.0018075,,0.53724885,0.60084814,28.70867,7.1254888,2.5243695,3.9144924,,6.687573,58.55428,0.04773142,3.4694293,24.702145,,,,,,,,,,,53.201725,24.663937,,,,
54,05/05/2025,glauber,ribeirao,pivo,gener,-19.39920368196997,-47.38969306020683,,,6.0509577,5.364725,,,65.70292,,,54.853867,4.1309624,2.8423235,0.869775,0.0,2.984807,2.9697306,,0.5530482,0.60095036,27.174618,7.2508173,2.5477614,3.8515246,,6.8363314,56.1157,0.0,3.3367667,22.054693,,,,,,,,,,,52.946198,24.947289,,,,
55,05/05/2025,glauber,ribeirao,pivo,gener,-19.398300742760405,-47.389679870324535,,,6.0307236,5.4478316,,,63.438484,,,48.518517,4.386167,3.1669056,1.0735512,0.0,2.90133,3.4653687,,0.5748563,0.5920424,25.571709,7.4997473,2.5674012,4.3631773,,7.2645073,59.903484,0.0,3.0206726,27.792614,,,,,,,,,,,52.898415,25.326057,,,,
56,05/05/2025,glauber,ribeirao,pivo,gener,-19.397397803452623,-47.38966668117804,,,5.9115167,5.387754,,,55.742065,,,42.847874,4.9704466,3.2640486,1.1556512,0.0,2.9980536,3.7053034,,0.5844688,0.5812284,24.813915,7.560578,2.5462663,4.5276165,,7.52567,60.127514,0.0,2.8395572,31.26595,,,,,,,,,,,53.41924,24.501398,,,,
57,05/05/2025,glauber,ribeirao,pivo,gener,-19.396494864046623,-47.389653492767344,,,6.1501875,5.4802194,,,76.11099,,,43.569843,3.866403,2.9443045,1.1247807,0.0,2.787093,3.2531765,,0.55521315,0.6506843,26.83083,8.226818,2.9202762,4.1812625,,6.9683557,59.834152,0.0,2.639032,29.5291,,,,,,,,,,,51.792156,27.088093,,,,
58,05/05/2025,glauber,ribeirao,pivo,gener,-19.395591924542405,-47.38964030509241,,,6.1634274,5.453956,,,72.18162,,,31.049736,3.9353168,2.5757697,0.9436102,0.0,2.7929866,3.03755,,0.53507876,0.70823675,27.263754,9.331404,3.3993702,3.6015644,,6.3945513,56.27338,0.0,2.7322562,32.832928,,,,,,,,,,,52.011734,25.731743,,,,
59,05/05/2025,glauber,ribeirao,pivo,gener,-19.394688984939982,-47.38962711815324,,,6.436581,5.6484356,,,112.86646,,,49.362705,7.2007413,3.5011842,1.5111235,0.0,2.4743855,2.990987,,0.54503596,0.7064342,24.31396,9.695505,3.6042464,5.1416807,,7.6160665,67.19549,0.0,2.3632498,29.33149,,,,,,,,,,,48.295265,28.570356,,,,
60,05/05/2025,glauber,ribeirao,pivo,gener,-19.39378604523936,-47.389613931949796,,,6.431455,5.6502295,,,114.04117,,,51.950016,7.1507792,3.5373228,1.5084707,0.0,2.4514756,3.008497,,0.54347444,0.708901,24.783535,9.676999,3.5877943,5.181403,,7.632879,67.659164,0.0,2.3916304,28.636992,,,,,,,,,,,48.161083,28.66363,,,,
61,05/05/2025,glauber,ribeirao,pivo,gener,-19.404633832446912,-47.38882060185168,,,6.1260643,5.460765,,,68.72666,,,47.906845,10.04645,3.0255592,0.9787003,0.008488244,2.917377,3.2041366,,0.5214897,0.63274765,31.684196,7.63626,2.7275844,4.127093,,7.052958,58.43309,0.124803975,3.1213925,25.412868,,,,,,,,,,,55.04409,25.316063,,,,
62,05/05/2025,glauber,ribeirao,pivo,gener,-19.40373089319892,-47.38880741279596,,,6.118503,5.4446616,,,65.11859,,,47.97556,10.141505,3.0253365,0.98100454,0.0089598745,2.9801729,3.2589405,,0.51586264,0.63764524,33.21058,7.84433,2.7772312,4.130059,,7.1191916,57.986496,0.12852733,3.1084216,25.299927,,,,,,,,,,,55.491215,24.806921,,,,
63,05/05/2025,glauber,ribeirao,pivo,gener,-19.40282795385269,-47.38879422447587,,,5.9608817,5.42488,,,61.38804,,,46.50702,11.410936,2.9249327,0.94338703,0.02871917,3.0191674,3.360161,,0.5090256,0.6460136,35.166084,8.132181,2.8516653,3.9862328,,7.0341196,56.777367,0.39937314,3.1461759,26.081142,,,,,,,,,,,54.10535,25.307884,,,,
64,05/05/2025,glauber,ribeirao,pivo,gener,-19.40192501440823,-47.388781036891395,,,5.9623256,5.4570055,,,56.108677,,,47.03279,10.69062,2.8823588,0.9155234,0.033320434,2.958845,3.242731,,0.51065725,0.6420339,34.84155,8.083275,2.830131,3.9165552,,6.9087205,56.91908,0.46795598,3.1932147,25.567677,,,,,,,,,,,53.785046,25.705221,,,,
65,05/05/2025,glauber,ribeirao,pivo,gener,-19.401022074865534,-47.3887678500425,,,6.2394,5.797512,,,53.023216,,,42.462845,4.092893,3.1224232,0.9877789,0.0065639056,2.2552752,2.7970972,,0.527443,0.60990006,30.830494,7.49629,2.6265306,4.2176514,,6.4794903,65.199265,0.09927162,3.1799212,29.633905,,,,,,,,,,,51.453587,27.440619,,,,
66,05/05/2025,glauber,ribeirao,pivo,gener,-19.40011913522461,-47.38875466392919,,,6.134792,5.51244,,,55.800083,,,50.44407,5.4618373,2.9300861,0.9047404,0.0074713603,2.7197537,3.0116038,,0.54166245,0.5801063,27.85374,7.111257,2.4643404,3.962518,,6.689743,59.12379,0.11793561,3.2918453,24.205202,,,,,,,,,,,52.791824,25.466688,,,,
